318289;W 591UP;TMBK8V9U377S6K1N9;SKODA;Superb;D;ICE;86;;07.02.2018;inaktiv;09.02.2023;Arval;23.02.2018;23.02.2023;23.02.2023;;60;110 000;7 500;;;332,73;119,90;51 193,44;Reiter Ivan;Auﬂendienst;KST0088;Klagenfurt;;;;114 213;;153 759;;;;;;;;
396530;W 62829R;TMBTY2FY1X8CESVRF;SKODA;Klasse 1 - Octavia;D;;85;140;11.02.2018;inaktiv;31.01.2023;Ayvens;18.02.2018;18.01.2023;18.01.2023;;59;195 000;10 000;0,0866;0,0866;569,27;143,74;42 370,65;Huber Julia;Auﬂendienst;KST0095;Salzburg;;;;167 830;205 177;205 177;;;;;;;;
313434;WU758KG;WBAVVB2UAD8VRZRNT;BMW;520d Touring;D;;110;139;15.04.2020;inaktiv;31.08.2023;Arval;04.05.2020;04.08.2023;04.08.2023;;39;;7 500;;;694,53;122,70;55 103,98;Horvath Julia;Auﬂendienst;KST0124;Salzburg;;;;;118 139;141 634;159 897;;;;;;;
388696;VB 9627AJ;WBA0GR7BXRE6W3HJC;BMW;320d;D;;94;;07.02.2020;inaktiv;27.08.2023;Leaseplan;23.02.2020;23.08.2023;23.08.2023;;42;180 000;10 000;0,0990;0,0990;283,72;68,70;53 201,28;Mayer Georg;Auﬂendienst;201760;Innsbruck;;;;85 275;94 605;115 157;155 762;;;;;;;
397080;W 94446E;VR3HBJAZSXBMTDJ3H;PEUGEOT;508;D;ICE;108;124;27.03.2022;aktiv;;Leaseplan;28.03.2022;28.05.2027;28.05.2027;;62;95 000;10 000;0,1414;0,1414;355,89;140,93;34 083,63;Schuster Julia;Auﬂendienst;201674;Linz;;;2026 J‰nner;;5 539;;26 319;42 040;45 437;62 188;64 929;84 366;;
371482;W 26765M;;SKODA;Klasse 1 - Octavia;D;;110;;22.07.2022;aktiv;;Leaseplan;10.08.2022;10.09.2027;10.09.2027;;61;100 000;7 500;;;549,35;147,54;21 031,66;Ebner Sophie;Auﬂendienst;KST0095;Innsbruck;;;;;;8 578;17 835;28 977;37 965;46 859;55 004;59 519;;
311395;WU 613EV;TMB136YL0WXFDKLDF;SKODA;Klasse 1 - Octavia;D;;110;;05.04.2023;aktiv;;Ayvens;08.04.2023;08.02.2027;08.02.2027;;46;;7 500;0,0755;0,0755;220,18;73,81;29 093,04;Wolf Katharina;Auﬂendienst;KST0125;Klagenfurt;;;2027 J‰nner;;;;7 518;25 225;41 488;57 632;;;;Austritt 04.08.2024
377397;WU 777KD;WVW0F4GS42F2WYRYL;VW;TOURAN;D;;;124;31.07.2018;inaktiv;27.02.2022;Leaseplan;16.08.2018;16.02.2022;16.02.2022;;42;;7 500;0,1584;0,1584;136,70;31,60;46 414,26;Mayr Petra;Auﬂendienst;KST0075;Wien;;;;1 281 760;;;;;;;;;;
355302;KL 25881B;W0V916C5NX79KD5GY;OPEL;ASTRA WF;D;;82;0;30.08.2024;aktiv;;Arval;13.09.2024;13.02.2029;13.02.2029;;53;260 000;10 000;0,2146;0,2146;671,53;113,61;84 023,59;Wallner Nina;Auﬂendienst;KST0086;Innsbruck;;;2027 Oktober;;;;;;;14 825;37 803;52 488;;
304165;P 259NX;W0VF490B0WMPY8NRJ;OPEL;ASTRA WF;D;ICE;;;07.07.2025;aktiv;;Arval;26.07.2025;26.07.2029;26.07.2029;;48;80 000;10 000;0,1848;0,1848;651,85;206,98;34 251,46;Aigner Nina;Auﬂendienst;KST0129;Wien;;;2026 M‰rz;;;;;;;;;6 168;;Winterreifen im Depot
303905;BN 9252FJ;VSS5ZB3D290S1F0RB;SEAT;ALHAMBRA;D;ICE;85;42;05.03.2023;aktiv;;Leaseplan;14.03.2023;14.03.2027;14.03.2027;;48;130 000;7 500;0,5241;0,5241;759,23;141,85;19 453,97;Binder Birgit;Auﬂendienst;KST0128;Wien;;;;;;;12 743;35 024;52 375;69 107;;103 214;;‹bernahme Eder Petra ab 15.07.2024
312280;KL 76516C;WBAYJCZYM67MJE6CV;BMW;Klasse 5 - X1 16d sDrive;D;ICE;;140;07.12.2022;aktiv;;Leaseplan;10.12.2022;10.03.2026;10.03.2026;;39;105 000;10 000;;;340,69;107,07;29 877,86;Egger Elena;Auﬂendienst;KST0074;Linz;;;2026 Dezember;;;;16 696;30 601;48 140;69 100;83 043;83 043;;
328657;G 127MT;;AUDI;A5;D;;;57;20.10.2019;inaktiv;30.11.2025;Ayvens;25.10.2019;25.03.2026;25.03.2026;;77;145 000;;0,1954;0,1954;894,32;166,07;36 846,78;Haas Petra;Auﬂendienst;201380;Klagenfurt;;;;57 494;78 617;81 408;94 693;110 239;116 363;136 592;163 658;163 658;;
330495;BN 23283Z;TMBEVWLM09RHNJS8B;SKODA;SUPERB;D;;110;;01.02.2018;inaktiv;22.02.2022;SHS;16.02.2018;16.02.2022;16.02.2022;;48;110 000;10 000;0,7818;0,7818;1 020,85;359,98;24 868,34;Pichler Andrea;Auﬂendienst;201736;Klagenfurt;;;;121 924;;;;;;;;;;
366237;P 935FF;WAUFTNUJWF9LKLYCB;AUDI;Klasse 7.1 - A4 Avant;H/B;PHEV;;136;20.08.2025;aktiv;;Leaseplan;31.08.2025;31.08.2031;31.08.2031;;72;270 000;7 500;0,1367;0,1367;842,97;173,96;27 383,86;Koller Josef;Auﬂendienst;KST0130;Linz;;;2027 Juli;;;;;;;;;4 801;;
378907;MD 32157W;WBAXNL8968W8BF296;BMW;Klasse E 5 - BMW iX1 eDrive 20;E;BEV;88;;01.03.2024;aktiv;;Leaseplan;16.03.2024;16.03.2028;16.03.2028;;48;;7 500;;;344,15;126,07;20 344,59;Lechner Ali;Auﬂendienst;KST0063;Innsbruck;173695;;2027 Dezember;;;;;;9 349;21 035;34 314;;;
303478;GU569TU;WVW3WB7TRD7L1KSCH;VW;Klasse 3 - Passat;D;;;;18.01.2021;inaktiv;30.11.2025;Ayvens;04.02.2021;04.02.2026;04.02.2026;;60;135 000;;0,1140;0,1140;561,60;126,33;32 065,56;Eder Josef;Auﬂendienst;201482;Wien;;;;31 895;50 371;62 370;;92 204;125 953;126 533;142 124;155 960;;
373563;W 63515Z;TMBNUUJGSSDRRDG3Y;SKODA;SUBERB;D;;85;0;25.02.2021;inaktiv;30.11.2025;Ayvens;14.03.2021;14.08.2027;14.08.2027;;77;255 000;7 500;;;383,49;99,94;63 588,77;Brunner Ali;Auﬂendienst;KST0086;Salzburg;;;;30 417;46 248;72 434;89 010;106 505;120 086;150 800;150 800;167 133;;
326062;BN 1152LK;W1K6UNHYL6TMAYVNM;MERCEDES;GLA 180;D;ICE;110;;01.06.2016;inaktiv;30.10.2021;Ayvens;06.06.2016;06.11.2021;06.11.2021;;65;145 000;7 500;0,4737;0,4737;997,63;285,15;30 257,44;Egger Eva;Auﬂendienst;KST0091;Graz;;;;124 781;;;;;;;;;;Winterreifen im Depot
393850;LL 94429R;WBA9NKLX5HP8F95D6;BMW;X1 18d sDrive;D;ICE;;;16.10.2017;inaktiv;24.11.2023;Ayvens;28.10.2017;28.10.2023;28.10.2023;;72;245 000;;0,0571;0,0571;558,82;94,73;36 478,65;Nguyen Peter;Auﬂendienst;KST0050;Graz;;;;211 619;223 372;224 036;277 878;283 297;;;;;;
385181;VB 6787NC;WBA2JRABW641RS6ZK;BMW;Klasse E 10 - BMW i4 xDrive40;E;BEV;181;;09.10.2016;inaktiv;30.07.2021;Arval;24.10.2016;24.09.2021;24.09.2021;;59;;10 000;;;288,28;105,24;24 342,92;Kovacs Josef;Auﬂendienst;201910;Wien;155597;;;;;;;;;;;;;Karenz ab J‰nner 2025
391924;KL 379SB;WBAKW1M7SRWK6D33J;BMW;X1;D;ICE;89;;28.08.2024;aktiv;;Leaseplan;06.09.2024;06.09.2028;06.09.2028;;48;210 000;10 000;0,1070;0,1070;862,45;274,12;32 848,63;Schmidt Claudia;Auﬂendienst;201052;Linz;;;2026 Dezember;;;;;;;16 361;46 382;54 036;;‹bernahme Lehner Sophie ab 11.08.2023
371426;P 59753G;WVWYT886LZLJ8MDCE;VW;Klasse 2.3 - GOLF Variant;D;ICE;110;80;11.10.2022;inaktiv;07.06.2025;Arval;17.10.2022;17.06.2025;17.06.2025;;32;80 000;7 500;;;335,31;98,06;28 024,09;Kaya Petra;Auﬂendienst;201382;Wien;;;;;;6 812;23 127;43 183;59 235;69 863;88 800;;;
354987;VB 127NN;W0VYGCRP7UCEUCMXB;OPEL;INSIGNIA;D;;110;133;25.05.2022;aktiv;;Ayvens;25.05.2022;25.11.2025;25.11.2025;;42;60 000;7 500;6,99;0,0699;435,27;134,58;22 265,74;Leitner Christian;Auﬂendienst;201693;Salzburg;;;2026 Dezember;;2 477;13 142;24 173;38 129;47 414;60 093;74 347;75 007;;
328893;I 662CA;;SKODA;KAROQ 4x4;D;;110;;29.06.2022;aktiv;;Leaseplan;18.07.2022;18.10.2027;18.10.2027;;63;310 000;;;;422,78;143,89;23 188,67;Ebner Claudia;Auﬂendienst;201884;Innsbruck;;;2027 Juli;;131;25 511;55 027;78 717;92 751;134 096;138 890;171 224;;
358878;W 867XW;TMB2XV8SX1U20HNMB;SKODA;SUBERB;D;ICE;107;93;13.09.2022;aktiv;;Leaseplan;17.09.2022;17.10.2026;17.10.2026;;49;;;12,96;0,1296;365,14;109,84;42 319,84;Brunner Mehmet;Auﬂendienst;KST0082;Wien;;;2027 J‰nner;;;6 695;19 703;33 190;42 151;53 564;59 182;76 466;;
377236;W 17672A;TMB50269KZB7GV3FH;SKODA;SUPERB;D;ICE;110;;30.05.2016;inaktiv;09.07.2021;Leaseplan;10.06.2016;10.06.2021;10.06.2021;;60;120 000;7 500;0,1502;0,1502;348,48;96,76;46 905,83;Wallner Ali;Auﬂendienst;KST0107;Salzburg;;;;;;;;;;;;;;Karenz ab September 2025
336463;P 48258T;W1KMWFJXHSWHM0K91;MERCEDES;CLA 220d;D;;86;;05.06.2023;aktiv;;Leaseplan;12.06.2023;12.06.2028;12.06.2028;;60;;7 500;0,1111;0,1111;499,09;151,14;39 821,32;Yilmaz Sarah;Auﬂendienst;KST0067;Wien;;;2027 September;;;;2 484;19 627;33 417;52 131;75 966;85 267;;Poolfahrzeug
300851;VB 92259M;WBAGSWC5TZF5HSPZ4;BMW;318d;D;;;;01.01.2025;aktiv;;Leaseplan;01.01.2025;01.01.2029;01.01.2029;;48;;;0,1427;0,1427;661,87;106,17;27 263,87;Wagner Florian;Auﬂendienst;201172;Salzburg;;;;;;;;;;;10 371;;;
399458;W 6886VA;;SEAT;ALHAMBRA;D;ICE;88;;12.08.2020;inaktiv;19.07.2024;Leaseplan;13.08.2020;13.08.2024;13.08.2024;;48;65 000;10 000;0,1126;0,1126;574,02;151,89;28 994,59;Schwarz Daniel;Auﬂendienst;KST0112;Salzburg;;;;27 691;35 653;43 202;54 185;69 167;73 975;;;;;
320926;W 81162P;WVWGX0WJ1JKEAL5ZP;VW;Klasse 4.1 - Touran;D;;86;;20.10.2021;aktiv;;Arval;03.11.2021;03.10.2026;03.10.2026;;59;320 000;10 000;;;435,95;90,34;51 532,70;Pichler Eva;Auﬂendienst;KST0099;Salzburg;;;;9 553;37 586;58 689;88 190;100 870;142 091;159 084;171 285;182 280;;
391506;GU 769YF;;BMW;Klasse E 10 - BMW i4 xDrive40;E;BEV;;;24.10.2022;inaktiv;30.11.2025;Leaseplan;02.11.2022;02.03.2027;02.03.2026;Ja;40;120 000;7 500;;;899,06;308,01;21 067,17;Egger Ivan;Auﬂendienst;201785;Innsbruck;158250;;;;;7 970;31 524;49 170;69 863;87 509;105 949;123 714;;
355392;W 414CP;TMBMHAJAL8ZTL0JUH;SKODA;Klasse 1 - Octavia;D;;73;11;28.09.2017;inaktiv;27.05.2020;Leaseplan;15.10.2017;15.06.2020;15.06.2020;;32;105 000;;;;426,23;128,81;43 169,10;Koller Andrea;Auﬂendienst;201056;Klagenfurt;;;;;;;;;;;;;;
344597;BN 85562U;WVW608NSKA3BRZAYA;VW;MULTIVAN;D;ICE;100;28;15.09.2021;inaktiv;22.07.2025;Leaseplan;15.09.2021;15.09.2025;15.09.2025;;48;;10 000;0,1049;0,1049;114,62;22,94;81 424,83;Brunner Mehmet;Innendienst;201145;Linz;;;;820;2 139;4 031;5 053;7 425;8 890;9 103;10 321;;;‹bernahme Fischer Nina ab 27.02.2024
336421;G 24323D;TMBP5W6THFLWCPXKF;SKODA;OCTAVIA;D;ICE;215;;19.06.2017;inaktiv;03.06.2021;Leaseplan;26.06.2017;26.06.2021;26.06.2021;;48;110 000;7 500;;;424,71;97,05;29 638,96;Berger Maria;Innendienst;201569;Graz;;;;;;;;;;;;;;Karenz ab Mai 2023
320379;GU 458PU;WBASB1Z78Z9X1UMBX;BMW;X3 30e;D;ICE;73;15;03.04.2022;aktiv;;Arval;03.04.2022;03.04.2026;03.04.2026;;48;100 000;;;;205,44;45,19;33 314,26;Mayr Andreas;Innendienst;KST0080;Linz;;;2026 Dezember;;5 476;14 632;23 991;36 571;47 621;57 509;74 524;74 524;;
328221;W 14419S;WAUXDBKKH0E02GYWX;AUDI;Klasse 7 - A4 quattro;D;ICE;;;22.12.2017;inaktiv;13.04.2023;SHS;29.12.2017;29.03.2023;29.03.2023;;63;210 000;7 500;0,1101;0,1101;377,64;114,63;47 368,72;Lechner Wolfgang;Auﬂendienst;201710;Salzburg;;;;154 919;187 065;202 648;211 390;;;;;;;Karenz ab September 2025
344118;WU 78737S;WVWRL5ECVBXTGEYL1;VW;PASSAT;D;ICE;;;44694;inaktiv;30.11.2025;SHS;14.05.2022;14.11.2026;14.11.2026;;54;190 000;10 000;0,1973;0,1973;385,43;93,98;79 749,33;Reiter Ali;Auﬂendienst;KST0071;Innsbruck;;;;;6 154;30 373;53 269;75 695;110 619;131 625;;162 452;;Winterreifen im Depot
313396;G 97367M;TMBDKGFZ3RD137S7W;SKODA;OCTAVIA;D;;;133;45261;aktiv;;Ayvens;16.12.2023;16.12.2028;16.12.2028;;60;115 000;7 500;0,0946;0,0946;423,20;91,34;54 130,34;Koller Petra;Auﬂendienst;201177;Wien;;;;;;;;;14 286;26 178;40 028;48 155;;
312156;K 259MP;WBAK2C2YSD7U0BYWW;BMW;528 I;D;ICE;109;0;03.09.2022;inaktiv;21.11.2025;SHS;11.09.2022;11.12.2025;11.12.2025;;39;;7 500;0,0423;0,0423;398,14;108,05;25 011,58;Petrovic Herbert;Auﬂendienst;KST0103;Wien;;;;;;15 869;41 100;70 700;92 428;115 424;144 945;168 793;;Poolfahrzeug
349797;G 251NB;WVWRPU39BA7JMARTW;VW;PASSAT;D;ICE;110;;30.12.2022;aktiv;;SHS;04.01.2023;04.01.2026;04.01.2026;;36;110 000;10 000;;;695,05;239,76;51 020,68;Auer Martin;Auﬂendienst;KST0116;Innsbruck;;;2026 September;;;122;22 794;44 219;58 409;87 725;115 355;115 355;;
312676;WU 31855P;WAUR7Z9WLMVG7JTMY;AUDI;A4 AVANT 35 TDI s Line;D;;88;;13.06.2024;aktiv;;SHS;15.06.2024;15.07.2028;15.07.2028;;49;85 000;10 000;0,1484;0,1484;400,23;63,57;32 225,30;Reiter Lukas;Auﬂendienst;KST0065;Klagenfurt;;;2026 Juli;;;;;;1 138;13 110;22 628;32 720;;
347052;MD 33823W;;PEUGEOT;308 SW;D;;;;16.07.2017;inaktiv;05.12.2022;Leaseplan;22.07.2017;22.12.2022;22.12.2022;;65;175 000;10 000;0,1161;0,1161;519,52;130,32;30 135,95;Wallner Thomas;Auﬂendienst;KST0081;Graz;;;;154 393;166 741;;;;;;;;;
345082;L 714HE;WVWC1TDDGBDH351HT;VW;SHARAN;D;;86;129;06.05.2019;inaktiv;13.04.2022;LeasePlan;15.05.2019;15.04.2022;15.04.2022;;35;120 000;7 500;;;575,77;171,25;40 961,47;Kovacs Nina;Auﬂendienst;201140;Innsbruck;;;;96 445;99 335;;;;;;;;;
379131;W 28329C;W1KDGMCV0X4HGCAJL;MERCEDES;Klasse 6 - CLA200d;D;;139;9;29.03.2018;inaktiv;12.04.2022;Arval;06.04.2018;06.04.2022;06.04.2022;;48;85 000;10 000;0,7223;0,7223;757,73;235,72;31 207,83;Reiter Sarah;Auﬂendienst;KST0108;Linz;;;;102 445;;;;;;;;;;
334671;W 469TZ / L 942CY / LL 611CN;TMBKDAL978LE8XSYU;SKODA;SUPERB;D;;;;01.03.2022;aktiv;;Arval;06.03.2022;06.03.2026;06.03.2026;;48;210 000;7 500;0,1684;0,1684;418,03;138,65;31 859,66;Schmid Claudia;Auﬂendienst;201458;Wien;;;;;17 650;45 193;70 196;92 252;126 835;130 631;151 739;;;
305695;GU 14869W;TMBAYZV0GCL8J3GTN;SKODA;OCTAVIA;D;;;70;01.01.2016;inaktiv;20.07.2019;Ayvens;03.01.2016;03.07.2019;03.07.2019;;42;125 000;7 500;0,0789;0,0789;#BEZUG!;136,31;46 731,64;Kaya Daniel;Auﬂendienst;KST0125;Wien;;;;;;;;;;;;;;
395647;P 327YW;W0VU2YV5JJ39WXPNP;OPEL;Astra ST 1.5CDTI 105 Ultimate;D;;92;;17.07.2016;inaktiv;29.01.2020;Arval;03.08.2016;03.02.2020;03.02.2020;;42;130 000;;0,3283;0,3283;447,16;110,08;80 837,00;Horvath Sarah;Auﬂendienst;201330;Wien;;;;;;;;;;;;;;
360217;P 51777Y;TMB5R0NNV5MEMM9H1;SKODA;Octavia (Schalter);D;ICE;;;26.12.2021;inaktiv;30.11.2025;Leaseplan;04.01.2022;04.05.2026;04.05.2026;;52;;;0,0920;0,0920;931,43;152,24;25 835,52;Winkler Anna;Auﬂendienst;201158;Wien;;;;443;16 768;30 410;50 517;60 518;71 365;87 011;115 338;123 684;;ex MAIER
370284;KL 891DY;TMBX1H1TVB09958CV;SKODA;Klasse 1 - Octavia;D;ICE;87;;02.04.2025;aktiv;;SHS;04.04.2025;04.09.2031;04.09.2031;;77;120 000;10 000;0,1591;0,1591;423,16;159,16;26 036,24;Aigner Elena;Auﬂendienst;KST0130;Graz;;;;;;;;;;;5 039;9 515;;
316361;WU 924JP;TMBHAECEZ9GVWFV51;SKODA;OCTAVIA;H/B;PHEV;110;;22.10.2016;inaktiv;30.09.2019;Ayvens;26.10.2016;26.11.2019;26.11.2019;;37;;;;;425,34;106,81;25 073,54;Egger Elena;Auﬂendienst;201305;Salzburg;;;;;;;;;;;;;;
349615;S 663YX;VR3WK0X4LAXSR4U0J;PEUGEOT;5008;D;ICE;96;;20.02.2022;inaktiv;30.11.2025;Ayvens;22.02.2022;22.02.2027;22.02.2027;;60;155 000;10 000;0,1069;0,1069;272,31;83,02;46 324,94;Lechner Sophie;Auﬂendienst;201083;Linz;;;;;12 586;33 508;47 638;;94 289;110 033;116 928;130 583;;
310328;S 983MN;TMBF209ASL9J5LMK7;SKODA;Klasse 1 - Octavia;D;;75;0;17.03.2016;inaktiv;22.04.2020;Leaseplan;02.04.2016;02.04.2021;02.04.2020;Ja;48;140 000;7 500;0,0843;0,0843;735,03;218,60;28 104,34;Kovacs Michael;Auﬂendienst;201397;Klagenfurt;;;;;;;;;;;;;;
372357;S 193RF;WVW0HR3YH777PL3BS;VW;Klasse 4.1 - Touran;D;ICE;;0;13.04.2024;aktiv;;Arval;21.04.2024;21.05.2027;21.05.2027;;37;95 000;10 000;;;233,04;72,44;19 518,58;Koller Petra;Auﬂendienst;KST0073;Innsbruck;;;2026 Oktober;;;;;;6 415;25 761;39 047;46 572;;
338427;W922SY;VSS430C4R71ZG4JT7;SEAT;ALHAMBRA;D;;151;;17.04.2022;aktiv;;Ayvens;30.04.2022;30.04.2028;30.04.2028;;72;200 000;7 500;;;749,78;213,55;35 822,09;Winkler Thomas;Auﬂendienst;201007;Wien;;;2027 Oktober;;8 644;28 578;46 431;64 203;96 479;108 805;120 254;;;Poolfahrzeug
382397;LL 483DG;VR3L1AFK74FETR0FC;PEUGEOT;308 SW;D;;174;;14.04.2018;inaktiv;06.06.2022;Arval;27.04.2018;27.05.2022;27.05.2022;;49;125 000;7 500;0,1757;0,1757;405,14;95,05;29 375,90;Haas Sabine;Innendienst;201655;Klagenfurt;;;;108 381;132 762;;;;;;;;;
381070;W 5448NV;;OPEL;ZAFIRA;D;;192;169;13.10.2021;inaktiv;10.03.2025;SHS;20.10.2021;20.02.2025;20.02.2025;;40;;;;;349,43;87,98;48 671,02;Koller Martin;Auﬂendienst;201576;Klagenfurt;;;;1 430;5 337;8 450;12 193;14 370;18 435;24 738;;;;
347400;K 484HH;VSSKGHF8AC70X8U8M;SEAT;ALHAMBRA;D;ICE;158;;27.06.2022;aktiv;;Leaseplan;05.07.2022;05.07.2027;05.07.2026;Ja;48;155 000;;;;324,04;65,03;37 257,31;Wagner Nina;Auﬂendienst;KST0119;Wien;;;2027 Dezember;;275;;37 360;48 271;;94 931;101 557;108 143;;
375674;SL 66758F;;FORD;KUGA;D;ICE;89;;13.05.2018;inaktiv;08.06.2022;Ayvens;25.05.2018;25.05.2022;25.05.2022;;48;85 000;7 500;;;287,38;84,48;25 367,26;Petrovic Petra;Auﬂendienst;KST0103;Klagenfurt;;;;104 680;104 680;;;;;;;;;Austritt 13.05.2025
325203;I 882NW;TMB32EFLYRXXVU2U5;SKODA;SUPERB;D;;183;124;05.05.2021;inaktiv;08.03.2024;Ayvens;25.05.2021;25.04.2024;25.04.2024;;35;75 000;7 500;0,1634;0,1634;430,38;167,48;26 033,86;Huber Birgit;Auﬂendienst;201963;Wien;;;;15 172;31 605;39 762;56 607;71 639;;;;;;‹bernahme Egger Eva ab 08.04.2023
392349;VB 93879X;TMB03TKWAAJZV7A87;SKODA;SUBERB;D;ICE;113;128;08.01.2024;aktiv;;Arval;17.01.2024;17.01.2028;17.01.2028;;48;120 000;7 500;0,2015;0,2015;368,82;87,33;36 017,37;Fuchs Josef;Servicetechnik;KST0081;Wien;;;2027 Dezember;;;;;;16 405;40 303;55 660;71 295;;
309116;K 19132K;;BMW;X1;D;ICE;;;18.01.2019;inaktiv;20.10.2022;Ayvens;27.01.2019;27.09.2022;27.09.2022;;44;185 000;;;;284,43;73,84;46 994,79;Lechner Lukas;Auﬂendienst;201338;Wien;;;;117 666;146 837;168 462;;;;;;;;
306006;L 9258XK;WVW4XALUH2SAC7K0F;VW;MULTIVAN;D;;;;28.03.2023;aktiv;;Arval;09.04.2023;09.04.2027;09.04.2027;;48;65 000;7 500;0,6965;0,6965;389,10;63,43;30 480,61;Novak Sabine;Auﬂendienst;201718;Wien;;;2026 Mai;;;;;14 226;23 826;33 036;40 953;;;
386673;W 85596R;W1K0SXE1N8KVX3XHG;MERCEDES;A 200d;D;;79;0;03.04.2024;aktiv;;SHS;07.04.2024;07.11.2027;07.11.2027;;43;30 000;7 500;0,2218;0,2218;612,23;169,28;27 112,89;Lechner Thomas;Auﬂendienst;201856;Innsbruck;;;2027 J‰nner;;;;;;1 877;5 524;10 238;12 301;;
329871;W 591CK;WVW1NNSM3GZ64GLM2;VW;Caddy Maxi TDI 4MOTION;D;;110;128;23.11.2016;inaktiv;28.04.2021;SHS;07.12.2016;07.04.2022;07.04.2021;Ja;52;135 000;10 000;;;871,03;339,83;54 800,62;Ebner Wolfgang;Servicetechnik;KST0105;Salzburg;;;;;;;;;;;;;;
337930;GU 74268F;WVWWC1FDYZ43HRA1D;VW;MULTIVAN;D;;75;0;06.01.2021;inaktiv;30.11.2025;Ayvens;18.01.2021;18.11.2026;18.11.2026;;70;295 000;7 500;0,2753;0,2753;665,16;214,45;27 693,93;Wagner Franz;Innendienst;201589;Wien;;;;47 618;;106 466;119 430;152 148;;195 216;220 017;225 988;;Poolfahrzeug
310458;L 68381H;TMBSKVAYHW57BYPPP;SKODA;Klasse 1 - Octavia;D;;110;129;02.01.2023;aktiv;;SHS;17.01.2023;17.08.2026;17.08.2026;;43;90 000;10 000;0,0718;0,0718;548,53;103,67;42 417,28;Kovacs Maria;Auﬂendienst;201539;Wien;;;2026 Mai;;;;;31 756;49 009;62 506;73 145;;;ex M‹LLER
330512;GU 1149KL;W0VWS9UDT1BURKY2J;OPEL;Grandland X;D;;;;22.06.2025;aktiv;;SHS;04.07.2025;04.07.2029;04.07.2029;;48;80 000;10 000;;;402,28;76,13;38 816,69;Novak Andreas;Auﬂendienst;201436;Linz;;;;;;;;;;;594;7 382;;
